PictureRatings_2,ImageCategory,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,image_3.started_mean,image_3.started_raw,image_3.started_std,image_3.stopped_mean,image_3.stopped_raw,image_3.stopped_std,image_4.started_mean,image_4.started_raw,image_4.started_std,image_4.stopped_raw,key_resp_11.keys_raw,key_resp_11.rt_mean,key_resp_11.rt_raw,key_resp_11.rt_std,key_resp_11.started_mean,key_resp_11.started_raw,key_resp_11.started_std,key_resp_11.stopped_raw,prt_2_vas.response_mean,prt_2_vas.response_raw,prt_2_vas.response_std,prt_2_vas.rt_mean,prt_2_vas.rt_raw,prt_2_vas.rt_std,prt_2_vas.started_mean,prt_2_vas.started_raw,prt_2_vas.started_std,prt_2_vas.stopped_raw,prt_2_vas_guide.started_mean,prt_2_vas_guide.started_raw,prt_2_vas_guide.started_std,prt_2_vas_guide.stopped_raw,prt_2_vas_instructions.started_mean,prt_2_vas_instructions.started_raw,prt_2_vas_instructions.started_std,prt_2_vas_instructions.stopped_raw,text_15.started_mean,text_15.started_raw,text_15.started_std,text_15.stopped_raw,order
images/7150.jpg,Neutral,1.0,511.11859130859375,511.11859130859375,0.0,,501.16693115234375,501.16693115234375,0.0,507.1316833496094,507.1316833496094,0.0,507.1485595703125,507.1485595703125,0.0,,'num_1',1.10164475440979,1.10164475440979,0.0,507.1485595703125,507.1485595703125,0.0,,5.0,5.0,0.0,2.819000005722046,2.819000005722046,0.0,0.014659588225185871,0.014659588225185871,0.0,,508.2767028808594,508.2767028808594,0.0,,508.2767028808594,508.2767028808594,0.0,,507.1485595703125,507.1485595703125,0.0,,5.0
images/7491.jpg,Neutral,1.0,610.7682495117188,610.7682495117188,0.0,,600.1314697265625,600.1314697265625,0.0,606.08056640625,606.08056640625,0.0,606.0972900390625,606.0972900390625,0.0,,'num_1',1.4019627571105957,1.4019627571105957,0.0,606.0972900390625,606.0972900390625,0.0,,9.0,9.0,0.0,3.2230000495910645,3.2230000495910645,0.0,0.013245279900729656,0.013245279900729656,0.0,,607.52490234375,607.52490234375,0.0,,607.52490234375,607.52490234375,0.0,,606.0972900390625,606.0972900390625,0.0,,10.0
images/2397.jpg,Neutral,1.0,570.3443603515625,570.3443603515625,0.0,,560.9620971679688,560.9620971679688,0.0,566.9248657226562,566.9248657226562,0.0,566.9248657226562,566.9248657226562,0.0,,'num_1',1.201914668083191,1.201914668083191,0.0,566.9248657226562,566.9248657226562,0.0,,-6.0,-6.0,0.0,2.1700000762939453,2.1700000762939453,0.0,0.012495909817516804,0.012495909817516804,0.0,,568.1516723632812,568.1516723632812,0.0,,568.1516723632812,568.1516723632812,0.0,,566.9248657226562,566.9248657226562,0.0,,8.0
images/2200.jpg,Neutral,1.0,430.35491943359375,430.35491943359375,0.0,,418.4831237792969,418.4831237792969,0.0,424.44921875,424.44921875,0.0,424.44921875,424.44921875,0.0,,'num_2',1.6359684467315674,1.6359684467315674,0.0,424.44921875,424.44921875,0.0,,-15.0,-15.0,0.0,4.2220001220703125,4.2220001220703125,0.0,0.013087233528494835,0.013087233528494835,0.0,,426.1107177734375,426.1107177734375,0.0,,426.1107177734375,426.1107177734375,0.0,,424.44921875,424.44921875,0.0,,1.0
images/2347.jpg,Pleasant,1.0,408.4497985839844,408.4497985839844,0.0,,397.4766845703125,397.4766845703125,0.0,403.4450378417969,403.4450378417969,0.0,403.4450378417969,403.4450378417969,0.0,,'num_1',2.6035735607147217,2.6035735607147217,0.0,403.4450378417969,403.4450378417969,0.0,,35.0,35.0,0.0,2.361999988555908,2.361999988555908,0.0,0.0027261562645435333,0.0027261562645435333,0.0,,406.0773010253906,406.0773010253906,0.0,,406.0773010253906,406.0773010253906,0.0,,403.4450378417969,403.4450378417969,0.0,,0.0
images/4597.jpg,Pleasant,1.0,629.3866577148438,629.3866577148438,0.0,,620.8067626953125,620.8067626953125,0.0,626.7510375976562,626.7510375976562,0.0,626.7680053710938,626.7680053710938,0.0,,'num_2',1.1845628023147583,1.1845628023147583,0.0,626.7680053710938,626.7680053710938,0.0,,21.0,21.0,0.0,1.3869999647140503,1.3869999647140503,0.0,0.012939401902258396,0.012939401902258396,0.0,,627.9779052734375,627.9779052734375,0.0,,627.9779052734375,627.9779052734375,0.0,,626.7680053710938,626.7680053710938,0.0,,11.0
images/2300.jpg,Pleasant,1.0,531.1556396484375,531.1556396484375,0.0,,521.1510009765625,521.1510009765625,0.0,527.101806640625,527.101806640625,0.0,527.1185913085938,527.1185913085938,0.0,,'num_2',1.902344822883606,1.902344822883606,0.0,527.1185913085938,527.1185913085938,0.0,,27.0,27.0,0.0,2.0869998931884766,2.0869998931884766,0.0,0.012623008340597153,0.012623008340597153,0.0,,529.04541015625,529.04541015625,0.0,,529.04541015625,529.04541015625,0.0,,527.1185913085938,527.1185913085938,0.0,,6.0
images/4643.jpg,Pleasant,1.0,450.8585205078125,450.8585205078125,0.0,,440.3905944824219,440.3905944824219,0.0,446.3545227050781,446.3545227050781,0.0,446.3545227050781,446.3545227050781,0.0,,'num_5',1.7357347011566162,1.7357347011566162,0.0,446.3545227050781,446.3545227050781,0.0,,11.0,11.0,0.0,2.7200000286102295,2.7200000286102295,0.0,0.013247382827103138,0.013247382827103138,0.0,,448.11553955078125,448.11553955078125,0.0,,448.11553955078125,448.11553955078125,0.0,,446.3545227050781,446.3545227050781,0.0,,2.0
images/3064.jpg,Unpleasant,1.0,491.14892578125,491.14892578125,0.0,,480.830322265625,480.830322265625,0.0,486.8114318847656,486.8114318847656,0.0,486.8114318847656,486.8114318847656,0.0,,'num_7',2.118602752685547,2.118602752685547,0.0,486.8114318847656,486.8114318847656,0.0,,-36.0,-36.0,0.0,2.181999921798706,2.181999921798706,0.0,0.005545157473534346,0.005545157473534346,0.0,,488.94671630859375,488.94671630859375,0.0,,488.94671630859375,488.94671630859375,0.0,,486.8114318847656,486.8114318847656,0.0,,4.0
images/2120.jpg,Unpleasant,1.0,550.92529296875,550.92529296875,0.0,,541.1697387695312,541.1697387695312,0.0,547.1384887695312,547.1384887695312,0.0,547.1550903320312,547.1550903320312,0.0,,'num_4',1.635647177696228,1.635647177696228,0.0,547.1550903320312,547.1550903320312,0.0,,-12.0,-12.0,0.0,2.0869998931884766,2.0869998931884766,0.0,0.01275731809437275,0.01275731809437275,0.0,,548.815185546875,548.815185546875,0.0,,548.815185546875,548.815185546875,0.0,,547.1550903320312,547.1550903320312,0.0,,7.0
images/6836.jpg,Unpleasant,1.0,590.0974731445312,590.0974731445312,0.0,,580.3761596679688,580.3761596679688,0.0,586.3277587890625,586.3277587890625,0.0,586.3441772460938,586.3441772460938,0.0,,'num_4',1.9359865188598633,1.9359865188598633,0.0,586.3441772460938,586.3441772460938,0.0,,-24.0,-24.0,0.0,1.7699999809265137,1.7699999809265137,0.0,0.013234162703156471,0.013234162703156471,0.0,,588.3053588867188,588.3053588867188,0.0,,588.3053588867188,588.3053588867188,0.0,,586.3441772460938,586.3441772460938,0.0,,9.0
