PictureRatings_1,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_1_image.started_mean,prt_1_image.started_raw,prt_1_image.started_std,prt_1_image.stopped_raw,prt_1_vas.response_mean,prt_1_vas.response_raw,prt_1_vas.response_std,prt_1_vas.rt_mean,prt_1_vas.rt_raw,prt_1_vas.rt_std,prt_1_vas.started_mean,prt_1_vas.started_raw,prt_1_vas.started_std,prt_1_vas.stopped_raw,prt_1_vas_guide.started_mean,prt_1_vas_guide.started_raw,prt_1_vas_guide.started_std,prt_1_vas_guide.stopped_raw,prt_1_vas_instructions.started_mean,prt_1_vas_instructions.started_raw,prt_1_vas_instructions.started_std,prt_1_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,prt_image_intens_text.started_mean,prt_image_intens_text.started_raw,prt_image_intens_text.started_std,prt_image_intens_text.stopped_raw,order
images/2512.jpg,Neutral,1,1.0,225.49197387695312,225.49197387695312,0.0,,211.49993896484375,211.49993896484375,0.0,,0.0,0.0,0.0,5.974999904632568,5.974999904632568,0.0,219.49490356445312,219.49490356445312,0.0,,219.49490356445312,219.49490356445312,0.0,,219.49490356445312,219.49490356445312,0.0,,217.4510040283203,217.4510040283203,0.0,,'num_5',2.0195391178131104,2.0195391178131104,0.0,217.4510040283203,217.4510040283203,0.0,,217.4510040283203,217.4510040283203,0.0,,4.0
images/7010.jpg,Neutral,1,1.0,345.22821044921875,345.22821044921875,0.0,,334.48968505859375,334.48968505859375,0.0,,0.0,0.0,0.0,2.569000005722046,2.569000005722046,0.0,342.6387023925781,342.6387023925781,0.0,,342.6387023925781,342.6387023925781,0.0,,342.6387023925781,342.6387023925781,0.0,,340.4571838378906,340.4571838378906,0.0,,'num_1',2.153432846069336,2.153432846069336,0.0,340.4571838378906,340.4571838378906,0.0,,340.4571838378906,340.4571838378906,0.0,,9.0
images/7175.jpg,Neutral,1,1.0,248.66526794433594,248.66526794433594,0.0,,235.52381896972656,235.52381896972656,0.0,,0.0,0.0,0.0,2.569999933242798,2.569999933242798,0.0,246.07266235351562,246.07266235351562,0.0,,246.07266235351562,246.07266235351562,0.0,,246.07266235351562,246.07266235351562,0.0,,241.4751434326172,241.4751434326172,0.0,,'num_1',4.572142601013184,4.572142601013184,0.0,241.4751434326172,241.4751434326172,0.0,,241.4751434326172,241.4751434326172,0.0,,5.0
images/2840.jpg,Neutral,1,1.0,274.02392578125,274.02392578125,0.0,,258.6977844238281,258.6977844238281,0.0,,15.0,15.0,0.0,6.007999897003174,6.007999897003174,0.0,267.9933776855469,267.9933776855469,0.0,,267.9933776855469,267.9933776855469,0.0,,267.9933776855469,267.9933776855469,0.0,,264.6482849121094,264.6482849121094,0.0,,'num_4',3.320668935775757,3.320668935775757,0.0,264.6482849121094,264.6482849121094,0.0,,264.6482849121094,264.6482849121094,0.0,,6.0
images/5594.jpg,Pleasant,2,1.0,178.44508361816406,178.44508361816406,0.0,,162.81907653808594,162.81907653808594,0.0,,36.0,36.0,0.0,6.326000213623047,6.326000213623047,0.0,172.09786987304688,172.09786987304688,0.0,,172.09786987304688,172.09786987304688,0.0,,172.09786987304688,172.09786987304688,0.0,,168.76922607421875,168.76922607421875,0.0,,'num_7',3.3038299083709717,3.3038299083709717,0.0,168.76922607421875,168.76922607421875,0.0,,168.76922607421875,168.76922607421875,0.0,,2.0
images/8380.jpg,Pleasant,2,1.0,301.3012390136719,301.3012390136719,0.0,,284.05792236328125,284.05792236328125,0.0,,25.0,25.0,0.0,8.645000457763672,8.645000457763672,0.0,292.634521484375,292.634521484375,0.0,,292.634521484375,292.634521484375,0.0,,292.634521484375,292.634521484375,0.0,,290.0069885253906,290.0069885253906,0.0,,'num_5',2.6036338806152344,2.6036338806152344,0.0,290.0069885253906,290.0069885253906,0.0,,290.0069885253906,290.0069885253906,0.0,,7.0
images/2057.jpg,Pleasant,2,1.0,128.2115478515625,128.2115478515625,0.0,,103.90897369384766,103.90897369384766,0.0,,25.0,25.0,0.0,11.413000106811523,11.413000106811523,0.0,116.78357696533203,116.78357696533203,0.0,,116.78357696533203,116.78357696533203,0.0,,116.78357696533203,116.78357696533203,0.0,,109.8602066040039,109.8602066040039,0.0,,'num_5',6.906765937805176,6.906765937805176,0.0,109.8602066040039,109.8602066040039,0.0,,109.8602066040039,109.8602066040039,0.0,,0.0
images/1441.jpg,Pleasant,2,1.0,367.583984375,367.583984375,0.0,,355.2665710449219,355.2665710449219,0.0,,30.0,30.0,0.0,4.256999969482422,4.256999969482422,0.0,363.3063049316406,363.3063049316406,0.0,,363.3063049316406,363.3063049316406,0.0,,363.3063049316406,363.3063049316406,0.0,,361.2113342285156,361.2113342285156,0.0,,'num_6',2.069516658782959,2.069516658782959,0.0,361.2113342285156,361.2113342285156,0.0,,361.2113342285156,361.2113342285156,0.0,,10.0
images/3064.jpg,Unpleasant,3,1.0,152.78614807128906,152.78614807128906,0.0,,138.2487030029297,138.2487030029297,0.0,,-50.0,-50.0,0.0,3.694000005722046,3.694000005722046,0.0,149.0725860595703,149.0725860595703,0.0,,149.0725860595703,149.0725860595703,0.0,,149.0725860595703,149.0725860595703,0.0,,144.2111358642578,144.2111358642578,0.0,,'num_9',4.838684558868408,4.838684558868408,0.0,144.2111358642578,144.2111358642578,0.0,,144.2111358642578,144.2111358642578,0.0,,1.0
images/6311.jpg,Unpleasant,3,1.0,201.4679718017578,201.4679718017578,0.0,,188.47406005859375,188.47406005859375,0.0,,-20.0,-20.0,0.0,3.674999952316284,3.674999952316284,0.0,197.77268981933594,197.77268981933594,0.0,,197.77268981933594,197.77268981933594,0.0,,197.77268981933594,197.77268981933594,0.0,,194.42803955078125,194.42803955078125,0.0,,'num_5',3.3206636905670166,3.3206636905670166,0.0,194.42803955078125,194.42803955078125,0.0,,194.42803955078125,194.42803955078125,0.0,,3.0
