PictureRatings_1,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_1_image.started_mean,prt_1_image.started_raw,prt_1_image.started_std,prt_1_image.stopped_raw,prt_1_vas.response_mean,prt_1_vas.response_raw,prt_1_vas.response_std,prt_1_vas.rt_mean,prt_1_vas.rt_raw,prt_1_vas.rt_std,prt_1_vas.started_mean,prt_1_vas.started_raw,prt_1_vas.started_std,prt_1_vas.stopped_raw,prt_1_vas_guide.started_mean,prt_1_vas_guide.started_raw,prt_1_vas_guide.started_std,prt_1_vas_guide.stopped_raw,prt_1_vas_instructions.started_mean,prt_1_vas_instructions.started_raw,prt_1_vas_instructions.started_std,prt_1_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,prt_image_intens_text.started_mean,prt_image_intens_text.started_raw,prt_image_intens_text.started_std,prt_image_intens_text.stopped_raw,order
images/2512.jpg,Neutral,1,1.0,127.49081420898438,127.49081420898438,0.0,,99.97148895263672,99.97148895263672,0.0,,-1.0,-1.0,0.0,13.843999862670898,13.843999862670898,0.0,113.63343048095703,113.63343048095703,0.0,,113.63343048095703,113.63343048095703,0.0,,113.63343048095703,113.63343048095703,0.0,,105.93645477294922,105.93645477294922,0.0,,'num_4',7.674477577209473,7.674477577209473,0.0,105.93645477294922,105.93645477294922,0.0,,105.93645477294922,105.93645477294922,0.0,,0.0
images/7010.jpg,Neutral,1,1.0,260.607177734375,260.607177734375,0.0,,239.06292724609375,239.06292724609375,0.0,,0.0,0.0,0.0,5.0970001220703125,5.0970001220703125,0.0,255.489501953125,255.489501953125,0.0,,255.489501953125,255.489501953125,0.0,,255.489501953125,255.489501953125,0.0,,245.02513122558594,245.02513122558594,0.0,,'num_2',10.444284439086914,10.444284439086914,0.0,245.02513122558594,245.02513122558594,0.0,,245.02513122558594,245.02513122558594,0.0,,5.0
images/7175.jpg,Neutral,1,1.0,394.6408386230469,394.6408386230469,0.0,,382.0260314941406,382.0260314941406,0.0,,0.0,0.0,0.0,4.8429999351501465,4.8429999351501465,0.0,389.7756042480469,389.7756042480469,0.0,,389.7756042480469,389.7756042480469,0.0,,389.7756042480469,389.7756042480469,0.0,,388.00115966796875,388.00115966796875,0.0,,'num_1',1.7524936199188232,1.7524936199188232,0.0,388.00115966796875,388.00115966796875,0.0,,388.00115966796875,388.00115966796875,0.0,,10.0
images/2840.jpg,Neutral,1,1.0,205.5185089111328,205.5185089111328,0.0,,187.15310668945312,187.15310668945312,0.0,,-12.0,-12.0,0.0,9.053000450134277,9.053000450134277,0.0,196.443359375,196.443359375,0.0,,196.443359375,196.443359375,0.0,,196.443359375,196.443359375,0.0,,193.1233673095703,193.1233673095703,0.0,,'num_7',3.3038930892944336,3.3038930892944336,0.0,193.1233673095703,193.1233673095703,0.0,,193.1233673095703,193.1233673095703,0.0,,3.0
images/5594.jpg,Pleasant,2,1.0,177.14028930664062,177.14028930664062,0.0,,164.0619354248047,164.0619354248047,0.0,,4.0,4.0,0.0,4.39300012588501,4.39300012588501,0.0,172.725830078125,172.725830078125,0.0,,172.725830078125,172.725830078125,0.0,,172.725830078125,172.725830078125,0.0,,170.03367614746094,170.03367614746094,0.0,,'num_6',2.670149087905884,2.670149087905884,0.0,170.03367614746094,170.03367614746094,0.0,,170.03367614746094,170.03367614746094,0.0,,2.0
images/8380.jpg,Pleasant,2,1.0,154.05064392089844,154.05064392089844,0.0,,137.50579833984375,137.50579833984375,0.0,,6.0,6.0,0.0,5.8480000495910645,5.8480000495910645,0.0,148.18101501464844,148.18101501464844,0.0,,148.18101501464844,148.18101501464844,0.0,,148.18101501464844,148.18101501464844,0.0,,143.4739532470703,143.4739532470703,0.0,,'num_6',4.687926769256592,4.687926769256592,0.0,143.4739532470703,143.4739532470703,0.0,,143.4739532470703,143.4739532470703,0.0,,1.0
images/2057.jpg,Pleasant,2,1.0,317.8644104003906,317.8644104003906,0.0,,294.8691711425781,294.8691711425781,0.0,,3.0,3.0,0.0,12.88599967956543,12.88599967956543,0.0,304.9564208984375,304.9564208984375,0.0,,304.9564208984375,304.9564208984375,0.0,,304.9564208984375,304.9564208984375,0.0,,300.8309326171875,300.8309326171875,0.0,,'num_6',4.1049017906188965,4.1049017906188965,0.0,300.8309326171875,300.8309326171875,0.0,,300.8309326171875,300.8309326171875,0.0,,7.0
images/1441.jpg,Pleasant,2,1.0,341.0707702636719,341.0707702636719,0.0,,327.8897399902344,327.8897399902344,0.0,,15.0,15.0,0.0,4.7170000076293945,4.7170000076293945,0.0,336.3331298828125,336.3331298828125,0.0,,336.3331298828125,336.3331298828125,0.0,,336.3331298828125,336.3331298828125,0.0,,333.84722900390625,333.84722900390625,0.0,,'num_8',2.4696121215820312,2.4696121215820312,0.0,333.84722900390625,333.84722900390625,0.0,,333.84722900390625,333.84722900390625,0.0,,8.0
images/3064.jpg,Unpleasant,3,1.0,372.0018615722656,372.0018615722656,0.0,,351.0842590332031,351.0842590332031,0.0,,-15.0,-15.0,0.0,7.247000217437744,7.247000217437744,0.0,364.7321472167969,364.7321472167969,0.0,,364.7321472167969,364.7321472167969,0.0,,364.7321472167969,364.7321472167969,0.0,,357.0538635253906,357.0538635253906,0.0,,'num_7',7.657978057861328,7.657978057861328,0.0,357.0538635253906,357.0538635253906,0.0,,357.0538635253906,357.0538635253906,0.0,,9.0
images/6311.jpg,Unpleasant,3,1.0,229.04226684570312,229.04226684570312,0.0,,215.53057861328125,215.53057861328125,0.0,,-5.0,-5.0,0.0,5.295000076293945,5.295000076293945,0.0,223.72520446777344,223.72520446777344,0.0,,223.72520446777344,223.72520446777344,0.0,,223.72520446777344,223.72520446777344,0.0,,221.5015106201172,221.5015106201172,0.0,,'num_6',2.2031304836273193,2.2031304836273193,0.0,221.5015106201172,221.5015106201172,0.0,,221.5015106201172,221.5015106201172,0.0,,4.0
