PictureRatings_2,ImageCategory,port,n,blank_10seconds.started_mean,blank_10seconds.started_raw,blank_10seconds.started_std,blank_10seconds.stopped_raw,prt_2_image.started_mean,prt_2_image.started_raw,prt_2_image.started_std,prt_2_image.stopped_raw,prt_2_vas.response_mean,prt_2_vas.response_raw,prt_2_vas.response_std,prt_2_vas.rt_mean,prt_2_vas.rt_raw,prt_2_vas.rt_std,prt_2_vas.started_mean,prt_2_vas.started_raw,prt_2_vas.started_std,prt_2_vas.stopped_raw,prt_2_vas_guide.started_mean,prt_2_vas_guide.started_raw,prt_2_vas_guide.started_std,prt_2_vas_guide.stopped_raw,prt_2_vas_instructions.started_mean,prt_2_vas_instructions.started_raw,prt_2_vas_instructions.started_std,prt_2_vas_instructions.stopped_raw,prt_image_intens.started_mean,prt_image_intens.started_raw,prt_image_intens.started_std,prt_image_intens.stopped_raw,prt_image_intens_resp.keys_raw,prt_image_intens_resp.rt_mean,prt_image_intens_resp.rt_raw,prt_image_intens_resp.rt_std,prt_image_intens_resp.started_mean,prt_image_intens_resp.started_raw,prt_image_intens_resp.started_std,prt_image_intens_resp.stopped_raw,text.started_mean,text.started_raw,text.started_std,text.stopped_raw,order
images/2393.jpg,Neutral,1,1.0,323.3011169433594,323.3011169433594,0.0,,312.4032287597656,312.4032287597656,0.0,,0.0,0.0,0.0,3.6549999713897705,3.6549999713897705,0.0,0.013303887099027634,0.013303887099027634,0.0,,319.62371826171875,319.62371826171875,0.0,,319.62371826171875,319.62371826171875,0.0,,318.34674072265625,318.34674072265625,0.0,,'num_1',1.2520776987075806,1.2520776987075806,0.0,318.34674072265625,318.34674072265625,0.0,,318.34674072265625,318.34674072265625,0.0,,10.0
images/7009.jpg,Neutral,1,1.0,207.08531188964844,207.08531188964844,0.0,,193.0181427001953,193.0181427001953,0.0,,1.0,1.0,0.0,3.7070000171661377,3.7070000171661377,0.0,0.012883530929684639,0.012883530929684639,0.0,,203.35728454589844,203.35728454589844,0.0,,203.35728454589844,203.35728454589844,0.0,,198.9774932861328,198.9774932861328,0.0,,'num_3',4.355228900909424,4.355228900909424,0.0,198.9774932861328,198.9774932861328,0.0,,198.9774932861328,198.9774932861328,0.0,,5.0
images/7006.jpg,Neutral,1,1.0,182.97793579101562,182.97793579101562,0.0,,159.85101318359375,159.85101318359375,0.0,,-1.0,-1.0,0.0,13.935999870300293,13.935999870300293,0.0,0.012242629192769527,0.012242629192769527,0.0,,169.0218048095703,169.0218048095703,0.0,,169.0218048095703,169.0218048095703,0.0,,165.79449462890625,165.79449462890625,0.0,,'num_5',3.203725814819336,3.203725814819336,0.0,165.79449462890625,165.79449462890625,0.0,,165.79449462890625,165.79449462890625,0.0,,4.0
images/7036.jpg,Neutral,1,1.0,254.0654754638672,254.0654754638672,0.0,,238.63360595703125,238.63360595703125,0.0,,0.0,0.0,0.0,3.874000072479248,3.874000072479248,0.0,0.013249802403151989,0.013249802403151989,0.0,,250.17105102539062,250.17105102539062,0.0,,250.17105102539062,250.17105102539062,0.0,,244.57302856445312,244.57302856445312,0.0,,'num_2',5.573015213012695,5.573015213012695,0.0,244.57302856445312,244.57302856445312,0.0,,244.57302856445312,244.57302856445312,0.0,,7.0
images/2311.jpg,Pleasant,2,1.0,149.81126403808594,149.81126403808594,0.0,,132.8739013671875,132.8739013671875,0.0,,0.0,0.0,0.0,8.376999855041504,8.376999855041504,0.0,0.012777164578437805,0.012777164578437805,0.0,,141.4120635986328,141.4120635986328,0.0,,141.4120635986328,141.4120635986328,0.0,,138.8174285888672,138.8174285888672,0.0,,'num_5',2.569950580596924,2.569950580596924,0.0,138.8174285888672,138.8174285888672,0.0,,138.8174285888672,138.8174285888672,0.0,,3.0
images/2347.jpg,Pleasant,2,1.0,228.5900421142578,228.5900421142578,0.0,,217.13478088378906,217.13478088378906,0.0,,-8.0,-8.0,0.0,3.2720000743865967,3.2720000743865967,0.0,0.01319902390241623,0.01319902390241623,0.0,,225.2964324951172,225.2964324951172,0.0,,225.2964324951172,225.2964324951172,0.0,,223.06825256347656,223.06825256347656,0.0,,'num_6',2.2032105922698975,2.2032105922698975,0.0,223.06825256347656,223.06825256347656,0.0,,223.06825256347656,223.06825256347656,0.0,,6.0
images/2540.jpg,Pleasant,2,1.0,100.99585723876953,100.99585723876953,0.0,,77.68560028076172,77.68560028076172,0.0,,-5.0,-5.0,0.0,6.474999904632568,6.474999904632568,0.0,0.012696938589215279,0.012696938589215279,0.0,,94.4980239868164,94.4980239868164,0.0,,94.4980239868164,94.4980239868164,0.0,,83.6456069946289,83.6456069946289,0.0,,'num_7',10.828298568725586,10.828298568725586,0.0,83.6456069946289,83.6456069946289,0.0,,83.6456069946289,83.6456069946289,0.0,,1.0
images/2360.jpg,Pleasant,2,1.0,67.64582824707031,67.64582824707031,0.0,,49.71770477294922,49.71770477294922,0.0,,-11.0,-11.0,0.0,7.952000141143799,7.952000141143799,0.0,0.002622197149321437,0.002622197149321437,0.0,,59.68446731567383,59.68446731567383,0.0,,59.68446731567383,59.68446731567383,0.0,,55.66762924194336,55.66762924194336,0.0,,'num_7',3.987992286682129,3.987992286682129,0.0,55.66762924194336,55.66762924194336,0.0,,55.66762924194336,55.66762924194336,0.0,,0.0
images/3350.jpg,Unpleasant,3,1.0,280.45843505859375,280.45843505859375,0.0,,264.105224609375,264.105224609375,0.0,,-4.0,-4.0,0.0,6.77400016784668,6.77400016784668,0.0,0.0135722067207098,0.0135722067207098,0.0,,273.6615905761719,273.6615905761719,0.0,,273.6615905761719,273.6615905761719,0.0,,270.0484924316406,270.0484924316406,0.0,,'num_2',3.587676763534546,3.587676763534546,0.0,270.0484924316406,270.0484924316406,0.0,,270.0484924316406,270.0484924316406,0.0,,8.0
images/2900.jpg,Unpleasant,3,1.0,122.83429718017578,122.83429718017578,0.0,,111.01046752929688,111.01046752929688,0.0,,-1.0,-1.0,0.0,3.50600004196167,3.50600004196167,0.0,0.012240225449204445,0.012240225449204445,0.0,,119.30606842041016,119.30606842041016,0.0,,119.30606842041016,119.30606842041016,0.0,,116.97891235351562,116.97891235351562,0.0,,'num_5',2.3030760288238525,2.3030760288238525,0.0,116.97891235351562,116.97891235351562,0.0,,116.97891235351562,116.97891235351562,0.0,,2.0
images/3500.jpg,Unpleasant,3,1.0,302.3636779785156,302.3636779785156,0.0,,290.47833251953125,290.47833251953125,0.0,,-6.0,-6.0,0.0,3.5409998893737793,3.5409998893737793,0.0,0.012040113098919392,0.012040113098919392,0.0,,298.8013916015625,298.8013916015625,0.0,,298.8013916015625,298.8013916015625,0.0,,296.441650390625,296.441650390625,0.0,,'num_3',2.336294174194336,2.336294174194336,0.0,296.441650390625,296.441650390625,0.0,,296.441650390625,296.441650390625,0.0,,9.0
images/2799.jpg,Unpleasant,3,1.0,347.2251281738281,347.2251281738281,0.0,,333.3439636230469,333.3439636230469,0.0,,-7.0,-7.0,0.0,4.006999969482422,4.006999969482422,0.0,0.01287571806460619,0.01287571806460619,0.0,,343.1971740722656,343.1971740722656,0.0,,343.1971740722656,343.1971740722656,0.0,,339.2843322753906,339.2843322753906,0.0,,'num_3',3.888018846511841,3.888018846511841,0.0,339.2843322753906,339.2843322753906,0.0,,339.2843322753906,339.2843322753906,0.0,,11.0

extraInfo
participant,553
session,001
date,2019_May_26_1444
expName,MAER M R2 P2
psychopyVersion,3.1.0
frameRate,59.98415742379095
